class,zone,area_unit,value_baseline,value_scenario,net_change,scenario,LABEL
WETLAND_TIDAL,San Joaquin,ha,449.2800178527832,444.42001765966415,-4.860000193119049,scenario2_perennialexpand,Tidal Wetland
RIPARIAN_FOREST_SALIX,Contra Costa & Alameda,ha,123.3000048995018,119.34000474214554,-3.960000157356262,scenario2_perennialexpand,Riparian - Willow
BARREN,San Joaquin,ha,161.7300064265728,157.77000626921654,-3.960000157356262,scenario2_perennialexpand,Barren
PASTURE_ALFALFA,Contra Costa & Alameda,ha,1282.2300509512424,1278.3600507974625,-3.8700001537799835,scenario2_perennialexpand,Alfalfa
RIPARIAN_SCRUB_INTRO,Solano,ha,135.72000539302826,132.1200052499771,-3.6000001430511475,scenario2_perennialexpand,Riparian - Introduced Scrub
IDLE,Contra Costa & Alameda,ha,2932.020116508007,2928.8701163828373,-3.150000125169754,scenario2_perennialexpand,Idle
GRASSLAND,Contra Costa & Alameda,ha,4193.9101666510105,4191.210166543722,-2.7000001072883606,scenario2_perennialexpand,Grassland
WETLAND_MANAGED_PERENNIAL,San Joaquin,ha,2.9700001180171967,0.7200000286102295,-2.250000089406967,scenario2_perennialexpand,Managed Wetland - Perennial
WETLAND_MANAGED_PERENNIAL,Sacramento,ha,798.6600317358971,796.6800316572189,-1.980000078678131,scenario2_perennialexpand,Managed Wetland - Perennial
RIPARIAN_SCRUB_MIXED,Sacramento,ha,31.320001244544983,29.610001176595688,-1.710000067949295,scenario2_perennialexpand,Riparian - Mixed Shrub
RIPARIAN_SCRUB_INTRO,Yolo,ha,25.200001001358032,23.580000936985016,-1.6200000643730164,scenario2_perennialexpand,Riparian - Introduced Scrub
RIPARIAN_SCRUB_MIXED,San Joaquin,ha,51.9300020635128,51.48000204563141,-0.45000001788139343,scenario2_perennialexpand,Riparian - Mixed Shrub
WETLAND_MANAGED_SEASONAL,San Joaquin,ha,336.78001338243484,336.510013371706,-0.27000001072883606,scenario2_perennialexpand,Managed Wetland - Seasonal
RIPARIAN_FOREST_SALIX,Yolo,ha,145.44000577926636,145.17000576853752,-0.27000001072883606,scenario2_perennialexpand,Riparian - Willow
RIPARIAN_SCRUB_INTRO,Contra Costa & Alameda,ha,343.98001366853714,343.8000136613846,-0.18000000715255737,scenario2_perennialexpand,Riparian - Introduced Scrub
RIPARIAN_FOREST_POFR,Solano,ha,99.81000396609306,99.6300039589405,-0.18000000715255737,scenario2_perennialexpand,Riparian - Cottonwood
GRAIN&HAY_OTHER,Contra Costa & Alameda,ha,665.4600264430046,665.3700264394283,-0.09000000357627869,scenario2_perennialexpand,Other Grains
ORCHARD_CITRUS&SUBTROPICAL,Contra Costa & Alameda,ha,5.850000232458115,5.850000232458115,0,scenario2_perennialexpand,Orchard - Citrus & Subtropical
GRAIN&HAY_WHEAT,Contra Costa & Alameda,ha,1102.230043798685,1102.230043798685,0,scenario2_perennialexpand,Wheat
FIELD_OTHER,Contra Costa & Alameda,ha,522.3600207567215,522.3600207567215,0,scenario2_perennialexpand,Other Field Crops
ROW,Contra Costa & Alameda,ha,1829.790072709322,1829.790072709322,0,scenario2_perennialexpand,Row Crops
RICE,Contra Costa & Alameda,ha,0,0,0,scenario2_perennialexpand,Rice
URBAN,Contra Costa & Alameda,ha,12869.190511375666,12869.190511375666,0,scenario2_perennialexpand,Urban
RIPARIAN_FOREST_QULO,Contra Costa & Alameda,ha,25.38000100851059,25.38000100851059,0,scenario2_perennialexpand,Riparian - Valley Oak
RIPARIAN_FOREST_MIXED,Contra Costa & Alameda,ha,71.55000284314156,71.55000284314156,0,scenario2_perennialexpand,Riparian - Mixed Forest
RIPARIAN_SCRUB_MIXED,Contra Costa & Alameda,ha,24.840000987052917,24.840000987052917,0,scenario2_perennialexpand,Riparian - Mixed Shrub
WETLAND_MANAGED_PERENNIAL,Contra Costa & Alameda,ha,0,0,0,scenario2_perennialexpand,Managed Wetland - Perennial
WETLAND_MANAGED_SEASONAL,Contra Costa & Alameda,ha,0,0,0,scenario2_perennialexpand,Managed Wetland - Seasonal
WETLAND_TIDAL,Contra Costa & Alameda,ha,763.7400303483009,763.7400303483009,0,scenario2_perennialexpand,Tidal Wetland
WATER,Contra Costa & Alameda,ha,7042.230279833078,7042.230279833078,0,scenario2_perennialexpand,Water
WOODLAND,Contra Costa & Alameda,ha,174.60000693798065,174.60000693798065,0,scenario2_perennialexpand,Woodland
SCRUB,Contra Costa & Alameda,ha,174.60000693798065,174.60000693798065,0,scenario2_perennialexpand,Scrub
BARREN,Contra Costa & Alameda,ha,17.01000067591667,17.01000067591667,0,scenario2_perennialexpand,Barren
RICE,Sacramento,ha,377.8200150132179,377.8200150132179,0,scenario2_perennialexpand,Rice
URBAN,Sacramento,ha,3327.7501322329044,3327.7501322329044,0,scenario2_perennialexpand,Urban
WETLAND_MANAGED_SEASONAL,Sacramento,ha,717.4800285100937,717.4800285100937,0,scenario2_perennialexpand,Managed Wetland - Seasonal
WATER,Sacramento,ha,5684.850225895643,5684.850225895643,0,scenario2_perennialexpand,Water
WOODLAND,Sacramento,ha,168.9300067126751,168.9300067126751,0,scenario2_perennialexpand,Woodland
SCRUB,Sacramento,ha,4.050000160932541,4.050000160932541,0,scenario2_perennialexpand,Scrub
BARREN,Sacramento,ha,3.960000157356262,3.960000157356262,0,scenario2_perennialexpand,Barren
RICE,San Joaquin,ha,1211.4000481367111,1211.4000481367111,0,scenario2_perennialexpand,Rice
URBAN,San Joaquin,ha,16702.110663682222,16702.110663682222,0,scenario2_perennialexpand,Urban
WATER,San Joaquin,ha,7714.980306565762,7714.980306565762,0,scenario2_perennialexpand,Water
WOODLAND,San Joaquin,ha,317.5200126171112,317.5200126171112,0,scenario2_perennialexpand,Woodland
SCRUB,San Joaquin,ha,28.17000111937523,28.17000111937523,0,scenario2_perennialexpand,Scrub
ORCHARD_CITRUS&SUBTROPICAL,Solano,ha,18.990000754594803,18.990000754594803,0,scenario2_perennialexpand,Orchard - Citrus & Subtropical
RICE,Solano,ha,0,0,0,scenario2_perennialexpand,Rice
URBAN,Solano,ha,622.1700247228146,622.1700247228146,0,scenario2_perennialexpand,Urban
RIPARIAN_SCRUB_MIXED,Solano,ha,1.5300000607967377,1.5300000607967377,0,scenario2_perennialexpand,Riparian - Mixed Shrub
WETLAND_MANAGED_PERENNIAL,Solano,ha,33.48000133037567,33.48000133037567,0,scenario2_perennialexpand,Managed Wetland - Perennial
WETLAND_MANAGED_SEASONAL,Solano,ha,790.7400314211845,790.7400314211845,0,scenario2_perennialexpand,Managed Wetland - Seasonal
WETLAND_TIDAL,Solano,ha,687.5100273191929,687.5100273191929,0,scenario2_perennialexpand,Tidal Wetland
WATER,Solano,ha,4576.950181871653,4576.950181871653,0,scenario2_perennialexpand,Water
WOODLAND,Solano,ha,43.11000171303749,43.11000171303749,0,scenario2_perennialexpand,Woodland
SCRUB,Solano,ha,33.57000133395195,33.57000133395195,0,scenario2_perennialexpand,Scrub
BARREN,Solano,ha,7.830000311136246,7.830000311136246,0,scenario2_perennialexpand,Barren
ORCHARD_CITRUS&SUBTROPICAL,Yolo,ha,33.210001319646835,33.210001319646835,0,scenario2_perennialexpand,Orchard - Citrus & Subtropical
RICE,Yolo,ha,1090.7100433409214,1090.7100433409214,0,scenario2_perennialexpand,Rice
URBAN,Yolo,ha,3263.310129672289,3263.310129672289,0,scenario2_perennialexpand,Urban
RIPARIAN_SCRUB_MIXED,Yolo,ha,5.130000203847885,5.130000203847885,0,scenario2_perennialexpand,Riparian - Mixed Shrub
WETLAND_MANAGED_PERENNIAL,Yolo,ha,104.49000415205956,104.49000415205956,0,scenario2_perennialexpand,Managed Wetland - Perennial
WETLAND_MANAGED_SEASONAL,Yolo,ha,3224.520128130913,3224.520128130913,0,scenario2_perennialexpand,Managed Wetland - Seasonal
WETLAND_TIDAL,Yolo,ha,616.1400244832039,616.1400244832039,0,scenario2_perennialexpand,Tidal Wetland
WATER,Yolo,ha,1752.1200696229935,1752.1200696229935,0,scenario2_perennialexpand,Water
WOODLAND,Yolo,ha,58.500002324581146,58.500002324581146,0,scenario2_perennialexpand,Woodland
SCRUB,Yolo,ha,0,0,0,scenario2_perennialexpand,Scrub
BARREN,Yolo,ha,0,0,0,scenario2_perennialexpand,Barren
ORCHARD_DECIDUOUS,Contra Costa & Alameda,ha,1211.2200481295586,1213.4700482189655,2.250000089406967,scenario2_perennialexpand,Orchard - Deciduous Fruits & Nuts
ORCHARD_CITRUS&SUBTROPICAL,San Joaquin,ha,577.7100229561329,608.3100241720676,30.600001215934753,scenario2_perennialexpand,Orchard - Citrus & Subtropical
VINEYARD,Contra Costa & Alameda,ha,752.4000298976898,810.0000321865082,57.60000228881836,scenario2_perennialexpand,Vineyard
ORCHARD_CITRUS&SUBTROPICAL,Sacramento,ha,8.010000318288803,148.5900059044361,140.5800055861473,scenario2_perennialexpand,Orchard - Citrus & Subtropical
ORCHARD_DECIDUOUS,Solano,ha,1073.430042654276,1471.680058479309,398.2500158250332,scenario2_perennialexpand,Orchard - Deciduous Fruits & Nuts
VINEYARD,Solano,ha,706.590028077364,1165.9500463306904,459.3600182533264,scenario2_perennialexpand,Vineyard
ORCHARD_DECIDUOUS,Sacramento,ha,2755.620109498501,3317.22013181448,561.600022315979,scenario2_perennialexpand,Orchard - Deciduous Fruits & Nuts
ORCHARD_DECIDUOUS,Yolo,ha,378.7200150489807,1278.0000507831573,899.2800357341766,scenario2_perennialexpand,Orchard - Deciduous Fruits & Nuts
VINEYARD,Yolo,ha,4862.250193208456,5915.880235075951,1053.6300418674946,scenario2_perennialexpand,Vineyard
VINEYARD,Sacramento,ha,4879.890193909407,6656.0402644872665,1776.1500705778599,scenario2_perennialexpand,Vineyard
VINEYARD,San Joaquin,ha,5103.810202807188,8187.930325359106,3084.120122551918,scenario2_perennialexpand,Vineyard
ORCHARD_DECIDUOUS,San Joaquin,ha,10368.540412008762,18195.030723005533,7826.490310996771,scenario2_perennialexpand,Orchard - Deciduous Fruits & Nuts
RIPARIAN,Contra Costa & Alameda,ha,1157.1299999999655,1158.750046044588,1.6200460446226046,scenario1_restoration,Riparian
RIPARIAN,Sacramento,ha,2404.6199999999917,3170.340125977993,765.7201259780014,scenario1_restoration,Riparian
RIPARIAN,San Joaquin,ha,2964.240000000029,4969.170197457075,2004.930197457046,scenario1_restoration,Riparian
RIPARIAN,Solano,ha,693.1800000000186,825.3000327944756,132.12003279445696,scenario1_restoration,Riparian
RIPARIAN,Yolo,ha,1135.1699999999723,2219.850088208914,1084.6800882089415,scenario1_restoration,Riparian
WETLAND_MANAGED,Contra Costa & Alameda,ha,0,32.580001294612885,32.580001294612885,scenario1_restoration,Managed Wetland
WETLAND_MANAGED,Sacramento,ha,1516.1400000000488,2804.0401114225388,1287.90011142249,scenario1_restoration,Managed Wetland
WETLAND_MANAGED,San Joaquin,ha,339.749999999986,369.63001468777657,29.880014687790577,scenario1_restoration,Managed Wetland
WETLAND_MANAGED,Solano,ha,824.220000000036,972.1800386309624,147.96003863092642,scenario1_restoration,Managed Wetland
WETLAND_MANAGED,Yolo,ha,3329.010000001092,5574.690221518278,2245.680221517186,scenario1_restoration,Managed Wetland
RIPARIAN,Contra Costa & Alameda,ha,1157.130045980215,1136.2500451505184,-20.880000829696655,scenario2_perennialexpand,Riparian
RIPARIAN,Sacramento,ha,2404.620095551014,2207.250087708235,-197.37000784277916,scenario2_perennialexpand,Riparian
RIPARIAN,San Joaquin,ha,2964.240117788315,2641.410104960203,-322.83001282811165,scenario2_perennialexpand,Riparian
RIPARIAN,Solano,ha,693.1800275444984,660.420026242733,-32.76000130176544,scenario2_perennialexpand,Riparian
RIPARIAN,Yolo,ha,1135.170045107603,1006.2000399827957,-128.97000512480736,scenario2_perennialexpand,Riparian
WETLAND_MANAGED,Contra Costa & Alameda,ha,0,0,0,scenario2_perennialexpand,Managed Wetland
WETLAND_MANAGED,Sacramento,ha,1516.1400602459908,1514.1600601673126,-1.980000078678131,scenario2_perennialexpand,Managed Wetland
WETLAND_MANAGED,San Joaquin,ha,339.75001350045204,337.23001340031624,-2.5200001001358032,scenario2_perennialexpand,Managed Wetland
WETLAND_MANAGED,Solano,ha,824.2200327515602,824.2200327515602,0,scenario2_perennialexpand,Managed Wetland
WETLAND_MANAGED,Yolo,ha,3329.0101322829723,3329.0101322829723,0,scenario2_perennialexpand,Managed Wetland
