scenario,spp,METRIC_SUBTYPE,METRIC,n,value
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),19,34084
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),19,179997
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),19,151120
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),19,590778
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),19,290616
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),19,289700
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),19,427895
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),19,30975
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),19,172914
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),19,125259
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),19,534237
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),19,343428
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),19,291464
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),19,453620
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),19,29302
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),19,174877
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),19,148453
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),19,564321
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),20,244125
baseline_win,shore,Waterbird habitat,Shorebirds (winter),20,96918
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),20,468636
baseline_win,crane,Waterbird habitat,Cranes (winter),20,210448
baseline_win,geese,Waterbird habitat,Geese (winter),20,252004
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),20,18112
baseline_win,TOTAL,Waterbird habitat,Total (winter),20,645160
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),20,279844
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),20,148978
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),20,498536
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),20,202746
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),20,268633
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),20,24624
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),20,672812
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),20,246232
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),20,100346
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),20,512317
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),20,197297
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),20,289136
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),20,17936
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),20,625420
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),20,281717
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),20,153904
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),20,537130
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),20,190798
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),20,308182
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),20,17563
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),20,651139
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),21,278679
baseline_win,shore,Waterbird habitat,Shorebirds (winter),21,70967
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),21,595039
baseline_win,crane,Waterbird habitat,Cranes (winter),21,156848
baseline_win,geese,Waterbird habitat,Geese (winter),21,125460
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),21,110305
baseline_win,TOTAL,Waterbird habitat,Total (winter),21,618631
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),21,319255
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),21,89074
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),21,608080
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),21,155283
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),21,119388
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),21,138187
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),21,632395
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),21,268881
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),21,64478
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),21,597521
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),21,160730
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),21,139068
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),21,102895
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),21,620970
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),21,309709
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),21,84830
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),21,605348
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),21,157556
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),21,132311
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),21,130660
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),21,629277
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),22,213213
baseline_win,shore,Waterbird habitat,Shorebirds (winter),22,176243
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),22,353172
baseline_win,crane,Waterbird habitat,Cranes (winter),22,94157
baseline_win,geese,Waterbird habitat,Geese (winter),22,332713
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),22,98463
baseline_win,TOTAL,Waterbird habitat,Total (winter),22,612609
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),22,252221
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),22,212280
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),22,392521
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),22,87952
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),22,342610
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),22,119351
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),22,643465
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),22,209590
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),22,198809
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),22,416303
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),22,94839
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),22,311536
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),22,105863
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),22,609550
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),22,248367
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),22,234573
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),22,454472
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),22,91838
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),22,320598
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),22,125570
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),22,637039
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),23,279375
baseline_win,shore,Waterbird habitat,Shorebirds (winter),23,256301
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),23,726616
baseline_win,crane,Waterbird habitat,Cranes (winter),23,165407
baseline_win,geese,Waterbird habitat,Geese (winter),23,100155
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),23,131014
baseline_win,TOTAL,Waterbird habitat,Total (winter),23,786146
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),23,316535
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),23,288961
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),23,748809
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),23,163175
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),23,116374
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),23,158960
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),23,806744
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),23,271898
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),23,250343
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),23,700676
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),23,163834
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),23,133653
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),23,127185
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),23,745439
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),23,308620
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),23,283130
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),23,724523
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),23,162242
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),23,150307
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),23,154437
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),23,765962
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),24,222749
baseline_win,shore,Waterbird habitat,Shorebirds (winter),24,234802
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),24,363341
baseline_win,crane,Waterbird habitat,Cranes (winter),24,118539
baseline_win,geese,Waterbird habitat,Geese (winter),24,101098
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),24,106235
baseline_win,TOTAL,Waterbird habitat,Total (winter),24,496982
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),24,260811
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),24,250238
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),24,368719
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),24,116964
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),24,100571
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),24,133176
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),24,503772
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),24,214366
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),24,232045
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),24,376855
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),24,121311
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),24,119480
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),24,105772
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),24,500516
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),24,252889
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),24,243267
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),24,374037
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),24,118974
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),24,119627
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),24,131382
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),24,501352
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),25,237267
baseline_win,shore,Waterbird habitat,Shorebirds (winter),25,331212
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),25,596734
baseline_win,crane,Waterbird habitat,Cranes (winter),25,151114
baseline_win,geese,Waterbird habitat,Geese (winter),25,218108
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),25,129196
baseline_win,TOTAL,Waterbird habitat,Total (winter),25,681460
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),25,275665
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),25,356457
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),25,629893
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),25,144231
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),25,226024
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),25,158661
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),25,714220
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),25,230990
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),25,341604
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),25,578782
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),25,153507
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),25,219844
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),25,128929
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),25,650055
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),25,268968
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),25,372287
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),25,607060
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),25,143556
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),25,227410
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),25,156789
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),25,678802
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),26,206627
baseline_win,shore,Waterbird habitat,Shorebirds (winter),26,280038
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),26,366074
baseline_win,crane,Waterbird habitat,Cranes (winter),26,119083
baseline_win,geese,Waterbird habitat,Geese (winter),26,174316
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),26,166015
baseline_win,TOTAL,Waterbird habitat,Total (winter),26,644716
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),26,233459
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),26,321830
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),26,390698
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),26,113676
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),26,179285
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),26,205005
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),26,678042
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),26,206959
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),26,271075
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),26,377837
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),26,122307
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),26,182870
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),26,160311
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),26,627567
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),26,231860
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),26,312545
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),26,402265
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),26,117751
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),26,188666
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),26,199461
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),26,657291
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),27,236894
baseline_win,shore,Waterbird habitat,Shorebirds (winter),27,191083
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),27,61862
baseline_win,crane,Waterbird habitat,Cranes (winter),27,39790
baseline_win,geese,Waterbird habitat,Geese (winter),27,210999
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),27,55751
baseline_win,TOTAL,Waterbird habitat,Total (winter),27,375199
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),27,273610
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),27,213952
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),27,94229
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),27,38434
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),27,215610
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),27,83779
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),27,414623
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),27,237609
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),27,192080
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),27,78873
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),27,40575
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),27,219067
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),27,58046
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),27,382037
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),27,274093
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),27,212606
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),27,113514
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),27,38886
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),27,222262
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),27,85660
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),27,417100
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),28,262144
baseline_win,shore,Waterbird habitat,Shorebirds (winter),28,151012
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),28,337932
baseline_win,crane,Waterbird habitat,Cranes (winter),28,167415
baseline_win,geese,Waterbird habitat,Geese (winter),28,252016
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),28,85220
baseline_win,TOTAL,Waterbird habitat,Total (winter),28,536025
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),28,298388
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),28,176648
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),28,381230
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),28,155804
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),28,255803
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),28,111975
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),28,572612
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),28,253024
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),28,143541
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),28,337754
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),28,145012
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),28,280918
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),28,81803
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),28,519963
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),28,289342
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),28,169393
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),28,384348
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),28,133393
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),28,281990
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),28,107328
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),28,557103
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),29,286749
baseline_win,shore,Waterbird habitat,Shorebirds (winter),29,139583
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),29,94018
baseline_win,crane,Waterbird habitat,Cranes (winter),29,50905
baseline_win,geese,Waterbird habitat,Geese (winter),29,330123
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),29,137425
baseline_win,TOTAL,Waterbird habitat,Total (winter),29,461512
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),29,321785
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),29,166451
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),29,115910
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),29,48534
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),29,346310
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),29,166464
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),29,491674
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),29,278912
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),29,145457
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),29,111207
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),29,54711
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),29,369342
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),29,136893
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),29,466143
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),29,313823
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),29,173995
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),29,140490
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),29,49359
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),29,386001
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),29,162073
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),29,494442
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),30,267852
baseline_win,shore,Waterbird habitat,Shorebirds (winter),30,319146
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),30,766973
baseline_win,crane,Waterbird habitat,Cranes (winter),30,28269
baseline_win,geese,Waterbird habitat,Geese (winter),30,89863
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),30,27703
baseline_win,TOTAL,Waterbird habitat,Total (winter),30,810624
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),30,302988
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),30,345468
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),30,846258
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),30,26502
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),30,88198
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),30,37692
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),30,877074
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),30,275128
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),30,328700
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),30,726786
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),30,24740
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),30,85785
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),30,35539
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),30,761217
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),30,309482
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),30,360840
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),30,803467
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),30,22420
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),30,83045
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),30,37386
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),30,825427
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),31,246688
baseline_win,shore,Waterbird habitat,Shorebirds (winter),31,230351
baseline_win,cicon,Waterbird habitat,Herons/Egrets (winter),31,400797
baseline_win,crane,Waterbird habitat,Cranes (winter),31,132913
baseline_win,geese,Waterbird habitat,Geese (winter),31,64383
baseline_win,divduck,Waterbird habitat,Diving Ducks (winter),31,86020
baseline_win,TOTAL,Waterbird habitat,Total (winter),31,533914
scenario1_restoration_win,dblr,Waterbird habitat,Dabbling Ducks (winter),31,288312
scenario1_restoration_win,shore,Waterbird habitat,Shorebirds (winter),31,245605
scenario1_restoration_win,cicon,Waterbird habitat,Herons/Egrets (winter),31,446867
scenario1_restoration_win,crane,Waterbird habitat,Cranes (winter),31,123823
scenario1_restoration_win,geese,Waterbird habitat,Geese (winter),31,57994
scenario1_restoration_win,divduck,Waterbird habitat,Diving Ducks (winter),31,109180
scenario1_restoration_win,TOTAL,Waterbird habitat,Total (winter),31,576213
scenario2_perennialexpand_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),31,247652
scenario2_perennialexpand_alt_win,shore,Waterbird habitat,Shorebirds (winter),31,215770
scenario2_perennialexpand_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),31,429907
scenario2_perennialexpand_alt_win,crane,Waterbird habitat,Cranes (winter),31,126218
scenario2_perennialexpand_alt_win,geese,Waterbird habitat,Geese (winter),31,70250
scenario2_perennialexpand_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),31,83149
scenario2_perennialexpand_alt_win,TOTAL,Waterbird habitat,Total (winter),31,527947
scenario3_combo_alt_win,dblr,Waterbird habitat,Dabbling Ducks (winter),31,288786
scenario3_combo_alt_win,shore,Waterbird habitat,Shorebirds (winter),31,227491
scenario3_combo_alt_win,cicon,Waterbird habitat,Herons/Egrets (winter),31,474768
scenario3_combo_alt_win,crane,Waterbird habitat,Cranes (winter),31,115005
scenario3_combo_alt_win,geese,Waterbird habitat,Geese (winter),31,64027
scenario3_combo_alt_win,divduck,Waterbird habitat,Diving Ducks (winter),31,105962
scenario3_combo_alt_win,TOTAL,Waterbird habitat,Total (winter),31,568974
baseline_win,dblr,Waterbird habitat,Dabbling Ducks (winter),32,262189
